mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,chroma_mean,chroma_std,contrast_mean,contrast_std,tonnetz_mean,tonnetz_std,zcr_mean,rmse_mean,filename
-305.68405,138.25359,41.723793,60.555218,-2.1053417,43.39573,16.010866,37.689796,-25.34834,29.413578,-8.987592,18.76838,-19.669762,18.561384,-8.573377,16.006262,-10.824825,13.031152,-9.882636,11.218547,-6.532952,11.336586,-5.847275,10.952512,-4.43242,9.960809,0.3228677,0.32636043,19.611151121422523,5.912056901297943,0.0072138077468951655,0.1713465536017825,0.20572968666799787,0.048346665,audio_1332.wav
-315.53232,110.68212,37.65455,62.6618,-3.7414358,41.75034,2.5147438,34.16165,-15.047767,24.36092,-15.97817,23.930763,-13.7816925,17.764147,-15.624768,20.703619,-11.122314,16.244133,-11.058915,14.21103,-14.529501,12.242148,-8.333408,12.239191,-10.454207,11.426087,0.2960494,0.32997122,20.539053927246005,6.2241936381465415,0.03135119233452064,0.1897150099543228,0.23016613166432145,0.050654665,audio_1333.wav
-350.74207,91.75013,109.59411,43.48231,6.1146736,29.33741,33.624577,31.941925,5.6102014,19.913908,9.027899,16.503777,2.6659982,15.927865,-5.7874784,15.84146,-1.221617,14.679829,-3.187385,11.833113,-1.8163834,9.527485,5.090963,9.905014,1.7746521,10.270232,0.41970962,0.32693344,17.814059288237537,4.926751961293145,-0.00015543743746793663,0.11474568137528013,0.10102091861355166,0.037510898,audio_1335.wav
-330.34412,89.37768,76.22727,58.747005,8.647516,42.410812,13.755492,37.252476,0.21099304,26.388828,-11.68703,21.71574,-10.582665,15.7918625,-0.82819164,16.723417,-10.350164,17.466442,-9.226191,12.549184,-2.249323,12.611452,-15.232226,13.656985,-1.2514585,11.617121,0.26104435,0.31489912,21.433178052398382,6.269852293613475,0.002506594467934137,0.19743247196490932,0.17652563190561768,0.053247355,audio_140.wav
-346.72794,96.438774,91.443535,58.676167,15.655342,44.00276,45.195915,32.98126,-16.152573,25.375418,39.427887,19.111904,3.744355,23.18308,10.39055,16.059164,3.7623432,15.6383915,-1.3497772,17.81118,12.85449,12.8913965,8.332358,13.256269,7.6691036,13.62761,0.35019496,0.31929594,23.55527308764979,9.214809551520663,0.01372159363230603,0.15484188125696857,0.10178640375742884,0.046178266,audio_142.wav
-403.70514,93.684105,101.0932,56.47664,35.324753,46.057346,34.293747,21.874691,-13.194478,25.372385,26.036299,14.386836,4.5238767,18.414366,9.776576,14.32989,8.809557,13.960748,6.718396,14.378585,14.194859,14.373774,13.752592,11.299632,14.782654,12.217899,0.40580994,0.2973231,20.642712472037317,7.85214892654658,0.006780726696254708,0.11562265244790063,0.07544097006479673,0.036423985,audio_144.wav
-366.8351,86.11077,134.63916,81.52319,29.880503,49.508858,4.2284765,26.014618,8.613496,22.4385,1.0328697,15.924558,7.4474115,17.859055,15.487852,16.625921,3.7663608,14.509257,-0.9598344,17.30841,8.056941,14.581623,9.019346,10.857935,0.16043854,10.8172655,0.3976022,0.3167567,22.038321545994254,8.3131318049163,-0.04078787645746323,0.15421418659752298,0.04857249897368188,0.061744183,audio_146.wav
-441.7522,49.5859,42.290577,57.603962,23.537329,31.322172,7.682167,15.530922,2.93056,12.048306,6.5852737,10.924865,10.016253,14.8322525,8.004746,13.000122,2.6390412,9.20084,-0.9163924,8.424472,-0.6602233,6.8940077,0.91811115,6.105274,0.659208,5.7113357,0.32707992,0.35007936,17.328892778529884,7.506966658688703,-0.0025491606701997364,0.1431768869880504,0.027701798664788602,0.027882272,audio_147.wav
-320.5434,114.153984,63.700356,69.878555,7.9578185,43.304394,13.23891,34.095646,-24.63863,29.847742,-22.951813,22.048162,-28.460957,20.057617,-13.782585,19.748055,-14.597112,15.220482,-12.869569,12.266861,-6.6110306,10.999062,-2.837743,11.635316,-9.447498,10.494716,0.29809076,0.33729225,20.444958124940523,6.061209820003249,-0.015484519982635954,0.17438128033474593,0.2023499380158413,0.07391217,audio_15.wav
-361.06274,122.33591,99.745674,66.77538,-4.279008,46.938602,14.025145,28.199354,-19.051546,23.167177,6.189819,20.11458,3.3216383,21.223072,2.388159,16.787422,10.006495,17.297602,7.329558,14.358832,6.999634,12.288219,0.96074766,13.053097,2.1412747,11.4574375,0.43716422,0.30467975,21.012934751231537,8.906349030720387,-0.00734425201861047,0.12344156017910679,0.12787169705862772,0.037528835,audio_154.wav
-293.33005,126.6733,12.739284,65.59682,0.48870602,40.653164,17.119724,36.34355,-22.215263,24.228104,-9.585386,20.256882,-11.5604515,16.4039,-9.886583,16.604458,-9.336846,13.591808,-8.551934,11.878185,-9.355473,11.492405,-5.6070776,10.388808,-1.8435878,9.3761635,0.32750797,0.32109654,20.516435199129305,6.46039315382427,-0.0004697661996592111,0.1866622755930711,0.2389200716353834,0.044182934,audio_163.wav
-305.02213,126.23622,50.24949,44.572327,5.2452774,29.964983,18.21098,27.074984,-5.88566,19.001839,-13.7986555,19.845295,-20.639423,18.443754,-12.634903,15.29611,-9.403667,16.544205,-10.572724,11.878645,-10.481532,10.781949,-3.8483007,11.094218,0.9476195,10.854833,0.3235753,0.33096042,19.15528661225105,5.705034953312469,-0.009581218664034,0.14256258198926947,0.14313114641573482,0.053203486,audio_167.wav
-313.01712,106.58666,74.66224,49.395412,3.0668054,38.74248,7.973401,33.111,-41.97807,36.14607,-9.412909,20.806776,5.295644,12.083422,-6.1272817,15.062595,-16.099241,17.999557,-10.742169,11.731671,-6.8202963,11.3192625,-0.42110166,10.037582,2.971154,10.04893,0.28625724,0.32977563,21.482799173001304,7.065129674016996,0.000691198074690895,0.16949394221462413,0.14882464099108095,0.06947903,audio_168.wav
-283.21454,83.09298,105.579926,40.484203,-0.20369855,28.965082,13.903629,33.464874,-11.929811,26.649073,8.306514,17.618933,-7.373035,13.194795,-2.256954,15.584148,-12.680785,15.080517,-7.713423,10.09525,-10.208518,10.503258,-13.154721,12.288549,-2.406012,11.100174,0.3065678,0.3310649,19.238569686524837,5.5266814235313095,-0.012817820917171149,0.167762541886521,0.12296267139668367,0.061955906,audio_17.wav
-338.46332,131.91232,93.53493,68.524086,10.42178,37.78473,35.916924,35.913666,5.8144197,22.94023,1.6160216,17.742376,-5.5337687,19.654898,-0.6471839,16.506802,-15.087085,17.523336,-6.674706,13.659506,-6.647652,11.641733,-11.844395,12.610415,-7.326202,10.237361,0.3971664,0.3064104,18.396958441969915,5.071977206546598,0.0027699570023061557,0.12847512722177518,0.12268833408213525,0.04210622,audio_184.wav
-313.58875,111.50979,84.166626,67.71798,18.286562,41.680485,17.283844,31.154533,13.307862,19.66835,8.201009,18.712896,-8.13118,19.093077,-11.362266,19.415005,-0.8593628,17.338367,1.4131036,14.113546,-7.8172255,11.812331,-3.4872432,10.786229,-3.674267,11.281413,0.33120677,0.3070997,19.80849521340252,5.2173253971968006,-0.012996558325397922,0.12217515491891316,0.15239341012712992,0.057156254,audio_185.wav
-385.24658,143.10915,78.3265,76.67179,10.720518,43.74702,39.325485,45.335407,-8.471472,34.240406,-11.072709,20.468922,-17.98922,29.619501,-12.201755,19.897932,-9.592474,19.547571,-16.158266,19.609535,-9.479355,13.946094,-0.65476066,11.260173,-12.905947,14.418172,0.37693736,0.31191975,20.458445418572285,6.631711899166705,-0.008084248388383907,0.11859955234677846,0.17211897775600402,0.047311835,audio_186.wav
-353.81216,148.65622,41.471363,48.396435,6.854287,37.24522,29.784946,32.983177,-9.111389,25.233734,-9.755192,18.608837,-9.572804,16.056587,-6.3519306,14.230105,-7.1329412,13.303443,-8.442186,11.267788,2.128957,9.862224,-7.845928,11.521249,-0.8583572,9.278734,0.3341743,0.31443766,20.258654515983043,5.799673027015559,0.0076054219882966834,0.18335921690469392,0.13871191510250266,0.04131703,audio_188.wav
-326.41772,73.41329,124.110565,45.225758,8.255341,32.850235,2.4310513,28.438725,-14.233246,21.942177,-19.339296,23.745613,-7.6417847,14.310871,-3.2295508,12.785701,0.014530495,12.309535,-0.9768987,10.072659,-2.1431618,10.307362,-2.5048344,9.402544,-3.0527174,8.969319,0.27697894,0.32513508,19.58127251265369,5.0899253595501195,-0.006348559042230392,0.1579539746180627,0.10831471728567625,0.06425541,audio_194.wav
-364.12308,156.01468,50.090588,58.944874,-2.4934833,43.606285,18.927736,33.212128,-11.762044,27.085558,-4.5545635,19.793888,-15.800911,22.837027,0.7400156,16.506453,-5.705898,16.577936,-14.104094,16.53199,6.08335,13.979077,-14.08297,16.139069,-6.982128,10.47773,0.36155304,0.32935598,19.925327661816553,6.637378275090941,0.0030987981468134536,0.16502022958984242,0.1636249492694805,0.03729437,audio_2.wav
-347.3045,57.453053,79.74148,49.987118,25.65776,32.840473,9.231357,23.775934,-10.223829,16.23664,-18.259739,15.9710455,-17.596304,12.574881,-2.2239945,11.931336,-3.242704,13.780845,-2.5636299,11.380299,-10.169846,10.481256,-1.3894669,9.183307,-12.425846,7.913559,0.28984782,0.3180158,19.1873610321347,4.753529498632961,0.03244387422048419,0.16411974160679307,0.1964562429279819,0.041216206,audio_200.wav
-369.65155,116.692314,116.82685,74.44943,-7.4597235,37.846905,24.61928,32.148964,-9.9865465,19.363916,-35.411766,27.693571,-2.7179012,14.882129,-12.948313,14.911661,-13.386566,12.8367195,-1.310648,10.668349,-11.784651,11.33836,-8.701062,10.0186825,-7.908861,8.245812,0.34276387,0.33934683,19.761537625165758,7.36935866218235,0.02882109274049759,0.18903540404697292,0.09951998931188925,0.067521416,audio_202.wav
-280.33383,116.82882,40.056942,76.175804,2.304817,46.79086,6.322741,32.56342,-11.342485,24.901253,-17.325174,23.707815,-14.052638,18.27796,-3.6276665,14.870358,-17.753788,19.017517,2.5863564,14.2299595,-14.096392,14.075863,-2.1035945,11.150102,-7.97219,10.197005,0.36885148,0.3139092,19.467508477547256,5.444830768447305,0.00621862865949194,0.15753649793974583,0.23067486127724615,0.04650945,audio_205.wav
-397.4341,94.64508,114.74933,80.5974,23.659403,45.20297,16.8775,38.479115,-7.915489,22.63947,0.1622501,19.895407,0.77797365,19.483103,7.4790063,20.642015,16.524092,20.447039,13.720536,17.062193,3.2196808,15.436388,-3.2715025,15.51975,-2.6978176,13.602216,0.3685861,0.317346,23.16565780037606,8.828957000732558,0.0113816394124214,0.14273571019079564,0.07632940455037082,0.04637906,audio_210.wav
-371.6087,130.14667,65.492584,55.794056,-4.3997264,38.346478,13.6267395,33.337746,-2.6552255,27.080214,-3.7103422,19.667,-7.979776,17.55893,-5.708507,17.456116,5.603971,13.342201,15.007147,13.301441,10.253717,11.327941,-2.2369096,12.963356,-6.474243,11.059585,0.343287,0.31863788,19.802961152604166,6.168250906095701,-0.002003068539224222,0.14418313121464701,0.12589440228966986,0.03291975,audio_212.wav
-401.3167,128.74399,74.62579,54.582054,17.33452,27.57317,20.414253,30.46663,9.903211,19.333889,9.802488,14.126338,-10.673279,18.211008,-4.7241173,14.9310465,-1.0036515,10.86221,-7.814237,11.988215,-3.5390735,9.559137,-5.4955435,9.865403,-3.4598725,8.890886,0.2909581,0.29856628,18.553777343981736,4.840265028151934,-0.03185099268751955,0.132661176337101,0.1346616247337593,0.029407056,audio_223.wav
-320.4344,126.95895,86.68242,73.598915,6.655409,40.54043,26.773325,36.585495,-17.860968,24.192762,-25.49299,27.176962,2.8503406,20.956884,-12.703701,14.896096,-16.164373,15.053095,4.9953547,13.566429,-11.282181,12.810982,0.3407669,11.076299,-3.3946192,11.540432,0.38128027,0.31147012,19.636535684435117,5.840938747482879,-0.0020036545713885264,0.10978367912114466,0.17467023324275363,0.048275102,audio_226.wav
-345.48914,107.89787,91.163055,51.96921,2.2574835,37.397423,36.70841,41.87672,-6.0566497,23.66036,2.279691,19.052029,-5.1621056,15.366985,-13.969555,19.423126,-1.3202778,14.261063,-5.807789,10.778334,-8.131665,10.006611,4.805922,11.685449,-5.7800083,8.528395,0.37031418,0.31972584,19.17907507845663,5.54637830040288,0.014749198865096652,0.11762209215577572,0.12706310528154952,0.040746916,audio_23.wav
-289.21866,51.99776,63.072987,32.89216,14.383903,21.508076,18.36353,22.150349,-0.36368722,11.777333,3.3183773,10.976634,-9.251429,12.884562,-0.93902975,11.744465,-7.173741,12.220052,-1.6455492,11.616454,-10.702104,8.488958,-1.9065747,8.410932,-3.8445675,9.406884,0.40844515,0.32720813,16.764139760971855,4.236518513205114,0.007649241762404798,0.1372950551352236,0.19753082567891375,0.028642267,audio_236.wav
-318.5586,90.94507,104.59521,58.980343,25.591644,41.798233,1.1285375,33.122208,-25.202412,26.947418,-12.76865,24.403227,-7.2031446,16.412134,-12.718146,17.877464,-3.9364362,15.915127,-1.6583004,11.875749,-8.601118,11.655422,-8.25021,12.290731,-4.079588,10.322777,0.29740536,0.33093464,20.54858304586142,5.759580288369119,0.001346102465750465,0.13927760717248822,0.1381391336361821,0.070534855,audio_237.wav
-349.2325,91.11803,103.415596,58.263416,26.60058,34.39414,33.02897,34.2035,10.680477,19.597574,-4.820606,21.454172,-3.3497117,16.587492,0.17926145,14.290838,-0.037734985,17.267174,-15.885108,16.357208,-7.8825274,13.006806,-5.346709,13.319899,-11.348968,12.670002,0.3342994,0.32174265,19.457937540720696,5.333955825122699,0.028468514660812027,0.1329551689745259,0.10150694704341318,0.053699598,audio_239.wav
-332.33215,94.99668,101.10906,50.4048,-8.865891,46.710102,2.2374766,35.20644,-11.949683,24.89684,-16.520475,20.87591,-14.881136,15.775079,-11.231602,16.191685,-8.166418,14.827485,-8.612553,12.01784,-10.01713,11.510355,-4.7607174,10.519909,-3.847481,9.46814,0.28415567,0.32901627,20.176957928677897,6.407452841747996,-0.002357529055356766,0.1598198974115024,0.10552428303524633,0.06543861,audio_240.wav
-378.04633,116.29178,131.44443,79.35946,-2.7000902,41.529915,-3.7583444,35.2318,1.0409694,22.360415,-17.160599,22.454374,-18.268562,20.39335,-5.6234035,14.48203,-3.3588133,14.087521,-13.653718,16.635317,-10.488131,12.204155,-6.6484814,10.731445,-5.432848,9.321323,0.3006697,0.31815144,21.30448463529393,7.067920261648904,-0.02109623345963815,0.17479728400348865,0.09001015042598509,0.05336511,audio_241.wav
-346.47354,117.326485,117.98238,70.51986,5.999899,38.205948,22.703224,33.36153,-2.7774577,19.88452,-0.34442675,14.297908,-10.503704,15.453212,-14.545576,13.21997,-7.3392863,13.471589,-6.9649644,11.908793,-2.6595292,12.254237,-6.257494,10.479405,-4.2571077,10.061859,0.36631376,0.31603202,19.674932507958143,5.645315286100972,-0.005353448834560293,0.13512396973118956,0.12025004784012247,0.052507963,audio_244.wav
-336.92352,126.07924,100.56547,77.113304,7.2935376,46.22415,17.476866,33.920616,-10.111986,29.483305,-9.601112,23.062477,-0.6263605,19.847258,-16.040903,17.170214,-4.7085238,15.246006,6.159994,14.410142,-1.6320237,11.954338,-4.53114,9.783994,-5.296871,11.390626,0.34598637,0.3019317,19.486082060163902,5.301737516972522,0.005394036634063146,0.13944096326779365,0.12808025612515606,0.04617034,audio_245.wav
-405.27524,98.374214,90.57903,60.400482,28.78241,47.89775,32.1928,23.10463,-9.180587,24.751324,24.730772,14.008253,4.496199,17.138542,11.067926,13.171121,10.938273,11.75282,8.148446,11.84699,12.989715,12.408185,10.350864,10.866701,11.625207,11.268184,0.42843714,0.29157832,19.922314972972593,7.745869722917012,0.0038910555315447,0.10371247646117937,0.09388756476899521,0.033651225,audio_250.wav
-388.67587,95.577324,119.64606,88.70819,25.597889,45.353138,3.2208276,24.538818,8.227937,20.826698,2.0731745,15.446742,8.473585,19.42424,16.030853,17.876173,3.6176684,13.088542,-3.0538769,17.367315,5.612014,15.055922,10.042904,10.422872,3.884452,10.206863,0.40392944,0.31783748,21.20552234988933,8.028260736907605,-0.03700971591349629,0.15132647313076875,0.05022605003439553,0.057120334,audio_252.wav
-378.0121,102.43622,81.277306,59.2786,4.125186,41.04372,21.596273,24.914366,17.44944,22.93231,33.11774,27.020374,13.760954,19.46006,-0.15297787,15.291784,7.8418694,14.475559,-1.5398265,11.874885,-2.1642067,11.238919,-0.9842572,9.919213,-2.90634,10.111653,0.4217233,0.3042157,20.903856212324197,8.399360215712203,0.007251677052490737,0.15380789027332883,0.0844081646380703,0.046749424,audio_254.wav
-374.16092,82.51737,104.61528,62.61181,17.629286,51.756363,14.260239,30.688807,3.617582,26.722898,22.002272,18.950394,24.430498,18.482157,11.759921,16.737812,5.035048,16.107014,7.942708,13.740151,14.076198,13.262696,2.9151142,11.931269,-1.5147312,11.236479,0.39238614,0.31523028,21.039520451737566,7.701039203661042,0.006186958987949968,0.135510318326935,0.07023743315063022,0.049724627,audio_255.wav
-349.49487,75.51948,61.994205,48.892,13.706116,32.909138,44.16244,27.568052,-3.3513007,16.246284,33.64319,17.949614,-0.008552035,15.834643,11.842027,14.090046,16.81742,14.68135,4.1797233,13.091505,2.570155,13.152594,-5.009875,13.548178,6.9649925,8.704326,0.48642102,0.32944223,20.899042003790072,8.997803150479797,-0.0013019508810999062,0.15485189143338632,0.12185343563954537,0.043851502,audio_256.wav
-299.54767,90.86531,80.81998,62.910797,27.090776,42.002247,14.512293,31.161106,-7.952595,25.25871,-13.718118,19.638578,-17.98151,17.183338,-3.3953683,18.035913,-6.7623696,14.575864,-2.085921,10.75421,-10.836676,10.684159,-11.835666,11.095057,-7.7565947,9.972578,0.29385722,0.3271612,20.674439745985563,5.966614465432836,-0.021051001738871044,0.19760491527465235,0.13905719598642172,0.08011652,audio_259.wav
-418.2158,80.32209,106.72951,72.93889,36.73139,49.617542,16.710253,23.02768,18.658815,20.34179,11.12193,13.639795,8.891019,15.070603,12.020202,13.59622,6.5895934,13.010461,3.1185079,12.2749605,6.0668116,11.50708,6.472189,10.0871105,2.5279627,8.1214905,0.44455317,0.29758716,19.316748693235585,6.537845610025444,-0.005612525080114357,0.09077723636144597,0.037010604148375766,0.04573826,audio_265.wav
-299.34586,103.00811,90.384346,49.01179,-3.1530037,48.38145,42.596134,35.72032,5.4330115,25.860939,-7.192453,23.766836,5.0500803,17.450218,1.2814351,19.825071,-5.7125306,17.67602,-10.943937,15.424824,2.5199316,15.815083,7.2197194,13.336985,-3.8137448,11.762044,0.30723152,0.31784275,20.932241314604774,5.904694988660435,-0.0024183060295071535,0.1320753621125398,0.11189622645433972,0.055656906,audio_270.wav
-339.99805,95.636314,104.59806,56.763733,12.628334,38.52798,12.155356,34.021152,-24.966715,27.949083,-19.505661,23.95897,-15.426958,15.138023,-20.375769,16.725908,-13.926663,14.686127,-4.395177,11.460244,-8.867295,12.071676,-4.1924253,11.124006,-7.3212357,11.250147,0.26601687,0.3288654,20.69816204615457,6.370406755460889,-0.006484424140122066,0.17420113326986042,0.10546432998868477,0.087637305,audio_272.wav
-261.9488,115.58328,59.024544,48.397568,-0.23600085,34.86134,19.224295,27.869013,-10.543427,22.207293,-17.882963,20.693073,-22.902357,17.9318,-9.645493,15.137936,-7.514665,17.480352,-15.792738,13.645645,-12.71335,10.938304,-3.4030879,12.158196,-1.8135644,12.45973,0.303137,0.31918395,20.120030133714785,5.93535067134341,0.002534711987919746,0.14134747358960942,0.15854710588059107,0.069082014,audio_273.wav
-306.094,113.441475,85.640656,70.57386,13.96584,37.62317,16.939531,32.468452,25.497728,19.753273,9.394135,21.084566,-10.906067,18.933113,-17.400473,17.772099,-4.661274,15.2857485,0.6320967,13.089082,-9.203772,12.315035,-7.126637,10.104694,4.473786,10.294223,0.31806868,0.32429,20.644554983150737,5.880080841104084,0.014641266227474616,0.17559499122541916,0.12405307757587859,0.08394792,audio_275.wav
-327.74023,118.80427,94.56533,70.97344,3.2301955,35.045948,22.790985,35.851955,3.2688735,19.255245,-16.543512,21.247566,-9.685041,15.773801,-8.481136,13.200718,1.0319504,12.289874,-5.6360016,12.10707,-5.396324,9.443129,-4.7417746,9.892655,-4.8502426,9.247737,0.31050497,0.31399444,20.543910274393646,5.959006358302779,0.020344937366187733,0.18237118773076932,0.15027778471112885,0.06278565,audio_278.wav
-323.6444,112.839,76.39936,69.20506,38.849136,39.473404,15.247571,33.278473,9.098109,30.49548,-1.0317954,17.882315,-7.079979,18.193632,-14.0349865,15.551264,-12.301322,16.18062,-16.433037,16.627087,-8.534765,12.603843,-5.694238,12.422627,-6.247768,12.585941,0.35481304,0.31743592,20.28262155021842,5.789390758238402,0.003960196548730769,0.11371555537440409,0.17100685777755592,0.06002214,audio_288.wav
-298.5392,124.118645,81.16405,54.881634,-14.906065,29.572577,22.036022,31.579416,-3.4289136,22.58541,-5.699547,14.39188,-4.8211265,13.971776,-9.887526,13.411803,-12.102586,13.627018,-14.329654,14.872997,-8.876652,10.902265,-4.335578,9.831232,-10.823938,9.9676285,0.36890447,0.30770487,20.563744379689854,5.9900180682928115,-0.0048581897329774,0.12384369606894442,0.13027073349307774,0.051095933,audio_289.wav
-295.23413,97.85748,75.95248,62.77494,19.785921,41.747,29.925049,31.06176,16.64184,19.767082,13.282946,18.68109,-8.087414,18.536945,-15.914813,21.652218,-1.1609821,18.223671,-1.5269319,15.175182,-9.218314,12.58721,-3.6042914,10.662378,0.39529774,11.477353,0.31655398,0.31854582,20.785888027044884,5.708449561199022,0.00042872310675549187,0.14974151482269055,0.14798925885250266,0.06974469,audio_291.wav
-355.1451,140.6741,96.60492,75.54097,5.695359,33.823483,15.548427,28.124931,0.18586251,18.294441,-10.984196,17.138994,-19.17244,17.678463,-9.672018,13.7056,-8.167392,12.188306,-3.9196172,10.2852335,-14.085965,12.16356,-3.2139587,9.633264,-1.5080166,8.4642105,0.36262175,0.32758114,18.85178794401449,5.480935903003307,-0.00153386988640556,0.15113010336227536,0.12301251004054467,0.057623662,audio_293.wav
-382.84814,127.279655,67.36039,52.104424,15.697808,36.61411,13.711344,32.299606,-8.605482,24.151014,-6.5641413,18.91817,-1.1625211,13.720873,-9.535381,17.489044,-5.5933914,14.152779,3.4257646,11.015383,-5.1317515,12.129814,-1.5550984,9.036135,-6.8706393,8.916614,0.41156107,0.3168362,18.803236940991596,5.9335452211614585,-0.009754236973902099,0.13531585127876006,0.1503245845126989,0.036440372,audio_297.wav
-310.5861,92.53611,100.440216,34.076923,-4.436086,34.380768,0.072828785,29.856987,-32.598145,31.663069,-10.270917,19.62696,-13.702808,18.437368,-2.0785434,13.488396,-6.946882,16.622845,-10.77606,10.579158,-2.3324957,10.848733,-7.6903124,13.250241,9.282953,10.715286,0.25538063,0.31639537,20.279722123892565,6.101127601455231,-0.013973420633807281,0.17296202260929214,0.10893689887846113,0.06109871,audio_301.wav
-341.844,67.64243,55.525337,41.76026,36.257633,21.415407,26.56526,16.347294,10.7588625,13.1616535,11.697116,12.460411,1.2302706,13.269068,5.6207047,11.494267,-0.47306082,9.888534,5.859632,8.980195,0.8675521,7.4311876,3.9527714,6.984499,0.06783357,6.92332,0.37705398,0.30188453,16.24192078933789,3.7487219301618464,0.10172561412457659,0.13731893214273005,0.150238524610623,0.021808548,audio_303.wav
-287.99112,125.040764,43.196205,68.93036,-3.2908406,43.652824,5.4102244,35.134136,-11.991064,24.651869,-11.978389,22.30664,-13.416025,18.403004,-2.593698,17.234587,-17.570848,20.423298,4.576009,15.098098,-14.897615,13.435393,-4.1562448,11.179263,-7.5695405,9.771274,0.37146807,0.31890437,19.89504400081181,5.573656456990561,-0.0005098351022128947,0.15583589720238145,0.20705824694311536,0.047420114,audio_311.wav
-288.62952,89.01884,80.156006,67.50419,9.073924,57.887177,18.651808,36.785168,-10.58764,29.416862,-12.234527,23.830355,-24.614416,21.372162,-4.743178,21.88767,-9.123093,18.35219,-24.466633,15.843126,-3.8443048,13.786163,-3.1280322,13.529012,2.7553947,11.70868,0.29170606,0.32477796,21.06416301626926,6.184378784085974,-0.008251552227972222,0.1604533206553075,0.1719535202010117,0.07173497,audio_312.wav
-348.93173,58.42773,84.99689,25.620768,26.947762,25.99082,50.513767,20.222654,-14.8125105,12.397047,27.735134,14.644179,-1.0882375,11.14685,2.4323978,10.68062,16.04285,10.096858,4.139277,9.880036,1.5421149,10.088064,2.8714797,8.738866,10.468001,10.35329,0.48563337,0.3010311,23.949574322204818,10.878251321518913,-0.004782694428166916,0.12587148843385923,0.12333115523245815,0.05117235,audio_313.wav
-296.50626,98.71646,97.15376,64.01941,8.046363,50.181816,35.987503,38.282932,-4.3881536,28.197058,-26.187126,25.811258,-0.43662134,19.917307,-4.4884586,18.651583,-2.8892078,15.972658,-5.369831,11.885725,-6.98029,11.985978,5.5502114,11.648156,-5.2836967,9.406897,0.34448606,0.3171593,19.93408419521927,5.869829225044793,-0.004119642020230964,0.13615039048034083,0.13323630108493079,0.06399236,audio_314.wav
-347.40042,91.771965,97.256966,67.00482,12.345891,39.716717,14.448239,29.324533,1.6799132,25.134079,25.60592,22.3856,20.653831,24.303167,3.7433171,18.787691,10.652053,16.79221,6.8467827,13.590003,4.013464,11.057876,5.884319,9.51649,2.1931825,9.920125,0.41103974,0.3168247,21.548384661195275,8.563092744523114,-0.0034299359793032733,0.14137789549122984,0.0890510406033641,0.05716887,audio_315.wav
-335.71268,128.10522,76.1234,71.30869,26.044598,36.149826,31.027426,30.34593,-1.7517024,20.264704,-19.229832,23.081291,2.9035497,16.508415,4.9130106,16.690403,-17.102863,18.994041,-4.3465524,13.71455,4.8678656,11.340729,-5.689102,12.870242,7.684753,10.878196,0.3581719,0.32565728,19.29142380921928,5.6811811914629855,0.001557065697704383,0.14045691429389917,0.1593534917269188,0.05189188,audio_317.wav
-360.12213,133.67091,58.62214,69.41836,9.048602,34.239872,15.726824,28.094456,4.573186,17.094925,7.092364,15.798134,-12.852297,19.397081,-17.285921,19.396313,-0.6421079,13.852247,-4.313972,11.375571,-9.367158,10.959753,-5.5351,9.993554,-3.2136598,9.384191,0.39414403,0.32683498,19.06067296841116,6.254217957550987,-0.03355239410851208,0.13733759294561462,0.11985484682840788,0.046894733,audio_32.wav
-321.49332,127.12804,82.717514,46.779987,10.620224,32.68332,31.268867,29.388777,7.4070497,20.793547,14.282392,16.134275,-11.35987,18.946823,3.3878143,17.22172,-13.429873,15.841592,-4.4096284,15.926461,-4.510318,12.97486,1.4564741,11.907373,-8.005042,13.4112835,0.38134566,0.31219506,20.097173890152767,5.748275649386701,0.015288869152135126,0.14554011393576538,0.152194249617279,0.044887304,audio_324.wav
-321.22833,130.94518,88.46461,66.21465,-4.755406,40.581314,30.661425,36.16486,5.546609,24.295218,-4.30594,21.953629,-1.1897943,17.244375,-13.150915,18.4487,-4.174559,15.116332,-4.031142,13.463483,0.0064608864,10.484652,0.2032279,10.500465,-10.886556,13.109167,0.34690815,0.31219727,19.185497284917385,5.400796672986338,-0.006649920572642879,0.12690521119651704,0.12276997429113419,0.052018538,audio_327.wav
-327.64343,87.15453,109.57487,58.86502,13.048525,41.90983,-4.5220227,34.851273,-16.17154,26.82785,-6.4910192,22.240517,-0.7464066,15.998699,-8.110286,15.29062,-12.848351,16.252983,-5.043618,12.157143,-17.231922,12.597497,-2.8745897,12.98733,8.175559,11.07115,0.3204684,0.31901687,20.02751690084384,5.059154524738967,0.015539976257271316,0.14724951010566467,0.14278508552981894,0.045806713,audio_33.wav
